date,year,month,week_of_year,district,state,population,rainfall_mm,rainfall_7d_mm,rainfall_30d_mm,flood_risk_score,flood_severity,affected_population,demand_food_packets,demand_water_liters,demand_ors_packets,demand_medical_kits,demand_tarpaulins
2019-10-14,2019,10,42,Supaul,Bihar,2218876,2.1,13.5,40.6,0.026,0.029,755,183,89924,68,12,158
2019-10-14,2019,10,42,Saharsa,Bihar,1900661,2.6,19.3,43.2,0.031,0.028,95,33,10727,7,1,17
2019-10-14,2019,10,42,Khagaria,Bihar,1666886,2.9,16.3,67.5,0.033,0.031,516,158,51763,51,8,102
2019-10-14,2019,10,42,Katihar,Bihar,3071029,6.8,47.2,103.0,0.028,0.022,336,90,40176,22,6,75
2019-10-14,2019,10,42,Muzaffarpur,Bihar,4801062,3.2,18.7,60.2,0.049,0.054,2754,957,275853,474,45,630
2019-10-14,2019,10,42,Bhagalpur,Bihar,3037766,4.5,33.7,129.2,0.036,0.038,704,208,82014,84,13,155
2019-10-14,2019,10,42,Gopalganj,Bihar,2562012,3.7,23.0,84.7,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Puri,Odisha,1497888,6.4,46.0,101.5,0.012,0.013,174,51,20843,6,3,33
2019-10-21,2019,10,43,Kendrapara,Odisha,1439891,2.6,12.2,40.8,0.035,0.028,256,78,25208,23,4,50
2019-10-21,2019,10,43,Jagatsinghpur,Odisha,1136605,4.4,19.5,111.1,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Balasore,Odisha,2317419,5.9,34.3,143.6,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Bhadrak,Odisha,1506522,4.1,17.5,100.4,0.089,0.098,2149,562,193293,612,50,493
2019-10-21,2019,10,43,Cuttack,Odisha,2618708,9.2,59.3,254.3,0.067,0.058,2080,529,203048,386,48,420
2019-10-21,2019,10,43,Jajpur,Odisha,1826275,3.6,24.0,81.4,0.083,0.074,2647,686,244888,528,49,473
2019-10-21,2019,10,43,Mayurbhanj,Odisha,2513895,3.6,15.6,93.5,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Ganjam,Odisha,3520151,3.9,21.3,81.3,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Khordha,Odisha,2246341,1.6,10.0,36.2,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Darbhanga,Bihar,3921971,5.1,22.4,79.1,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Sitamarhi,Bihar,3419622,5.6,38.0,136.5,0.0,0.0,0,0,0,0,0,0
2019-10-21,2019,10,43,Madhubani,Bihar,4476044,8.3,51.0,138.6,0.041,0.037,490,157,55931,58,8,98
2019-10-21,2019,10,43,Supaul,Bihar,2218876,6.6,44.8,115.6,0.006,0.005,49,15,5705,0,1,8
2019-10-21,2019,10,43,Saharsa,Bihar,1900661,7.5,33.7,117.8,0.042,0.031,169,51,16230,17,3,35
2019-10-21,2019,10,43,Khagaria,Bihar,1666886,2.4,12.3,49.9,0.056,0.057,1159,313,133299,180,25,227
2019-10-21,2019,10,43,Katihar,Bihar,3071029,5.6,41.1,128.4,0.008,0.006,97,28,8887,1,1,16
2019-10-21,2019,10,43,Muzaffarpur,Bihar,4801062,4.9,26.5,137.3,0.046,0.049,520,167,58973,71,10,91
2019-10-21,2019,10,43,Bhagalpur,Bihar,3037766,6.3,29.3,187.2,0.023,0.023,371,119,33112,28,7,76
2019-10-21,2019,10,43,Gopalganj,Bihar,2562012,6.4,50.1,167.0,0.096,0.102,4228,1101,499019,1339,91,968
2019-10-28,2019,10,44,Puri,Odisha,1497888,4.7,24.7,125.0,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Kendrapara,Odisha,1439891,5.7,47.9,152.5,0.004,0.004,10,2,1192,0,0,1
2019-10-28,2019,10,44,Jagatsinghpur,Odisha,1136605,8.4,45.8,266.6,0.074,0.079,948,276,105586,232,18,184
2019-10-28,2019,10,44,Balasore,Odisha,2317419,2.6,15.7,70.1,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Bhadrak,Odisha,1506522,4.1,28.3,128.4,0.113,0.105,3366,1203,375226,1072,54,647
2019-10-28,2019,10,44,Cuttack,Odisha,2618708,7.8,46.8,250.3,0.015,0.012,220,63,23002,8,4,38
2019-10-28,2019,10,44,Jajpur,Odisha,1826275,10.3,78.0,335.0,0.094,0.068,1653,531,198860,365,35,332
2019-10-28,2019,10,44,Mayurbhanj,Odisha,2513895,4.3,28.3,119.2,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Ganjam,Odisha,3520151,3.8,23.2,118.6,0.035,0.033,512,140,60540,49,10,101
2019-10-28,2019,10,44,Khordha,Odisha,2246341,2.4,17.0,67.1,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Darbhanga,Bihar,3921971,4.2,25.2,97.7,0.04,0.042,1139,395,123790,144,21,210
2019-10-28,2019,10,44,Sitamarhi,Bihar,3419622,3.2,25.7,76.3,0.105,0.095,3933,1316,403653,1071,90,809
2019-10-28,2019,10,44,Madhubani,Bihar,4476044,8.4,61.0,174.2,0.071,0.051,3413,871,382212,476,64,593
2019-10-28,2019,10,44,Supaul,Bihar,2218876,9.3,45.7,201.4,0.016,0.017,195,65,23098,10,4,36
2019-10-28,2019,10,44,Saharsa,Bihar,1900661,4.7,24.5,153.0,0.004,0.004,16,5,1472,0,0,3
2019-10-28,2019,10,44,Khagaria,Bihar,1666886,3.0,14.7,79.4,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Katihar,Bihar,3071029,6.5,48.7,151.5,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Muzaffarpur,Bihar,4801062,4.0,28.5,88.4,0.136,0.102,6931,2097,662672,2308,123,1348
2019-10-28,2019,10,44,Bhagalpur,Bihar,3037766,5.2,28.8,125.0,0.0,0.0,0,0,0,0,0,0
2019-10-28,2019,10,44,Gopalganj,Bihar,2562012,0.8,5.7,24.0,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Puri,Odisha,1497888,3.5,18.0,93.4,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Kendrapara,Odisha,1439891,5.9,26.5,130.7,0.049,0.04,583,176,60868,67,9,125
2019-11-04,2019,11,45,Jagatsinghpur,Odisha,1136605,6.7,29.7,176.6,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Balasore,Odisha,2317419,2.8,22.1,49.1,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Bhadrak,Odisha,1506522,5.4,40.7,89.8,0.022,0.02,294,100,26504,19,4,60
2019-11-04,2019,11,45,Cuttack,Odisha,2618708,3.7,16.2,107.5,0.016,0.014,73,24,8467,3,1,12
2019-11-04,2019,11,45,Jajpur,Odisha,1826275,5.9,41.0,175.2,0.091,0.08,767,270,81628,187,17,173
2019-11-04,2019,11,45,Mayurbhanj,Odisha,2513895,1.5,12.9,41.9,0.031,0.027,537,155,62953,42,12,118
2019-11-04,2019,11,45,Ganjam,Odisha,3520151,6.1,47.6,134.2,0.04,0.03,1272,381,118629,106,21,273
2019-11-04,2019,11,45,Khordha,Odisha,2246341,3.2,24.5,63.4,0.033,0.033,603,197,61062,58,13,103
2019-11-04,2019,11,45,Darbhanga,Bihar,3921971,5.1,30.6,133.8,0.007,0.005,68,24,6572,1,1,14
2019-11-04,2019,11,45,Sitamarhi,Bihar,3419622,4.7,39.2,87.2,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Madhubani,Bihar,4476044,4.2,24.9,121.3,0.02,0.022,1108,385,104416,78,25,213
2019-11-04,2019,11,45,Supaul,Bihar,2218876,3.3,22.7,64.3,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Saharsa,Bihar,1900661,4.0,24.3,69.8,0.015,0.016,132,40,15021,7,2,27
2019-11-04,2019,11,45,Khagaria,Bihar,1666886,9.7,44.5,299.0,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Katihar,Bihar,3071029,0.5,2.2,14.8,0.0,0.0,0,0,0,0,0,0
2019-11-04,2019,11,45,Muzaffarpur,Bihar,4801062,0.0,0.0,0.0,0.072,0.063,5430,1309,651613,1044,93,938
2019-11-04,2019,11,45,Bhagalpur,Bihar,3037766,1.9,10.2,36.3,0.011,0.011,166,41,17568,5,2,37
2019-11-04,2019,11,45,Gopalganj,Bihar,2562012,6.2,29.8,203.1,0.005,0.005,43,12,3869,0,0,7
2019-11-11,2019,11,46,Puri,Odisha,1497888,8.1,51.0,166.2,0.074,0.068,1220,295,119740,226,28,260
2019-11-11,2019,11,46,Kendrapara,Odisha,1439891,5.5,33.7,104.9,0.048,0.047,1085,291,102830,160,25,233
2019-11-11,2019,11,46,Jagatsinghpur,Odisha,1136605,3.8,21.9,114.4,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Balasore,Odisha,2317419,5.9,33.3,191.5,0.024,0.017,319,113,31876,16,6,68
2019-11-11,2019,11,46,Bhadrak,Odisha,1506522,5.6,42.5,114.8,0.05,0.04,480,154,45671,59,9,104
2019-11-11,2019,11,46,Cuttack,Odisha,2618708,5.2,35.8,165.0,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Jajpur,Odisha,1826275,8.4,65.7,272.8,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Mayurbhanj,Odisha,2513895,8.1,60.3,147.3,0.055,0.046,1012,287,121654,147,20,225
2019-11-11,2019,11,46,Ganjam,Odisha,3520151,7.3,37.7,211.7,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Khordha,Odisha,2246341,6.8,50.6,124.7,0.065,0.061,2543,796,275933,484,47,539
2019-11-11,2019,11,46,Darbhanga,Bihar,3921971,4.3,26.6,131.9,0.021,0.022,933,329,96411,63,17,178
2019-11-11,2019,11,46,Sitamarhi,Bihar,3419622,8.2,51.6,242.6,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Madhubani,Bihar,4476044,5.7,37.1,162.6,0.031,0.022,177,44,18236,11,4,35
2019-11-11,2019,11,46,Supaul,Bihar,2218876,2.5,13.9,52.7,0.046,0.045,911,275,98295,129,15,197
2019-11-11,2019,11,46,Saharsa,Bihar,1900661,8.8,49.0,196.4,0.035,0.028,700,209,84438,58,12,140
2019-11-11,2019,11,46,Khagaria,Bihar,1666886,6.2,41.6,156.4,0.041,0.045,462,154,49694,67,10,106
2019-11-11,2019,11,46,Katihar,Bihar,3071029,2.3,14.8,64.9,0.02,0.02,87,26,8409,5,1,18
2019-11-11,2019,11,46,Muzaffarpur,Bihar,4801062,3.4,27.6,65.3,0.0,0.0,0,0,0,0,0,0
2019-11-11,2019,11,46,Bhagalpur,Bihar,3037766,5.6,46.5,177.5,0.016,0.014,182,59,17012,7,3,35
2019-11-11,2019,11,46,Gopalganj,Bihar,2562012,2.1,9.2,59.4,0.013,0.009,175,46,19278,4,2,34
2019-11-18,2019,11,47,Puri,Odisha,1497888,7.3,53.4,120.5,0.003,0.002,4,1,414,0,0,0
2019-11-18,2019,11,47,Kendrapara,Odisha,1439891,6.7,34.3,192.1,0.023,0.024,115,32,13777,8,2,23
2019-11-18,2019,11,47,Jagatsinghpur,Odisha,1136605,4.5,25.4,89.4,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Balasore,Odisha,2317419,4.8,24.1,85.7,0.046,0.041,1210,435,138004,159,26,270
2019-11-18,2019,11,47,Bhadrak,Odisha,1506522,6.5,29.2,180.1,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Cuttack,Odisha,2618708,3.4,22.2,106.7,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Jajpur,Odisha,1826275,8.2,53.2,173.0,0.09,0.088,3250,915,298819,825,55,643
2019-11-18,2019,11,47,Mayurbhanj,Odisha,2513895,4.7,24.3,134.1,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Ganjam,Odisha,3520151,7.2,44.3,161.5,0.079,0.084,2320,667,231111,615,54,512
2019-11-18,2019,11,47,Khordha,Odisha,2246341,7.1,59.2,107.5,0.041,0.039,1086,380,127160,137,25,219
2019-11-18,2019,11,47,Darbhanga,Bihar,3921971,0.5,3.2,11.6,0.077,0.082,3259,1117,383552,805,63,702
2019-11-18,2019,11,47,Sitamarhi,Bihar,3419622,3.0,13.9,59.3,0.061,0.046,1021,277,111634,152,21,230
2019-11-18,2019,11,47,Madhubani,Bihar,4476044,6.4,38.1,133.6,0.044,0.046,3198,940,286334,463,58,545
2019-11-18,2019,11,47,Supaul,Bihar,2218876,5.2,36.5,162.4,0.07,0.064,1633,448,161444,333,31,293
2019-11-18,2019,11,47,Saharsa,Bihar,1900661,4.9,30.0,130.6,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Khagaria,Bihar,1666886,3.7,30.4,97.4,0.023,0.024,164,53,18671,11,3,34
2019-11-18,2019,11,47,Katihar,Bihar,3071029,5.5,24.1,101.4,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Muzaffarpur,Bihar,4801062,6.3,31.8,142.2,0.0,0.0,0,0,0,0,0,0
2019-11-18,2019,11,47,Bhagalpur,Bihar,3037766,2.6,12.3,67.5,0.035,0.031,354,98,34973,29,7,76
2019-11-18,2019,11,47,Gopalganj,Bihar,2562012,7.5,35.4,170.6,0.014,0.013,229,74,25696,9,3,48
2019-11-25,2019,11,48,Puri,Odisha,1497888,7.2,45.7,220.2,0.057,0.062,1500,470,137605,292,32,324
2019-11-25,2019,11,48,Kendrapara,Odisha,1439891,5.7,31.0,163.3,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Jagatsinghpur,Odisha,1136605,6.4,36.3,199.2,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Balasore,Odisha,2317419,5.6,45.9,128.2,0.003,0.003,31,10,2833,0,0,6
2019-11-25,2019,11,48,Bhadrak,Odisha,1506522,5.0,34.7,119.1,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Cuttack,Odisha,2618708,4.4,26.1,92.0,0.011,0.011,89,28,8973,3,1,16
2019-11-25,2019,11,48,Jajpur,Odisha,1826275,6.9,39.9,169.0,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Mayurbhanj,Odisha,2513895,2.9,23.5,73.1,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Ganjam,Odisha,3520151,7.4,33.0,190.8,0.007,0.007,151,50,14790,3,3,32
2019-11-25,2019,11,48,Khordha,Odisha,2246341,3.7,16.4,82.2,0.039,0.04,339,108,30294,37,6,59
2019-11-25,2019,11,48,Darbhanga,Bihar,3921971,3.4,21.7,62.1,0.04,0.032,1055,346,97304,98,24,206
2019-11-25,2019,11,48,Sitamarhi,Bihar,3419622,1.3,10.1,23.9,0.012,0.009,196,57,18737,5,4,34
2019-11-25,2019,11,48,Madhubani,Bihar,4476044,3.2,18.5,91.6,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Supaul,Bihar,2218876,3.5,25.9,103.0,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Saharsa,Bihar,1900661,1.1,6.6,25.9,0.022,0.019,375,123,36319,21,8,66
2019-11-25,2019,11,48,Khagaria,Bihar,1666886,6.5,42.6,122.4,0.0,0.0,0,0,0,0,0,0
2019-11-25,2019,11,48,Katihar,Bihar,3071029,3.6,28.3,63.0,0.004,0.004,25,7,2833,0,0,5
2019-11-25,2019,11,48,Muzaffarpur,Bihar,4801062,7.9,53.3,206.0,0.026,0.026,1557,444,167267,112,29,303
2019-11-25,2019,11,48,Bhagalpur,Bihar,3037766,5.1,37.1,78.3,0.063,0.056,2935,783,264863,485,63,578
2019-11-25,2019,11,48,Gopalganj,Bihar,2562012,9.0,47.4,256.7,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Puri,Odisha,1497888,4.4,34.7,134.6,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Kendrapara,Odisha,1439891,2.8,14.2,42.8,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Jagatsinghpur,Odisha,1136605,4.4,36.8,110.8,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Balasore,Odisha,2317419,2.1,12.6,69.3,0.019,0.018,364,107,38586,19,7,80
2019-12-02,2019,12,49,Bhadrak,Odisha,1506522,0.0,0.0,0.0,0.064,0.069,878,295,98145,192,20,182
2019-12-02,2019,12,49,Cuttack,Odisha,2618708,7.6,40.5,215.0,0.03,0.03,949,263,105073,83,20,187
2019-12-02,2019,12,49,Jajpur,Odisha,1826275,2.0,9.6,35.6,0.088,0.064,1591,543,143041,280,31,340
2019-12-02,2019,12,49,Mayurbhanj,Odisha,2513895,4.0,20.8,89.2,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Ganjam,Odisha,3520151,4.7,33.9,131.6,0.017,0.013,391,116,43258,14,7,80
2019-12-02,2019,12,49,Khordha,Odisha,2246341,5.0,28.8,132.5,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Darbhanga,Bihar,3921971,3.9,18.7,64.1,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Sitamarhi,Bihar,3419622,4.0,30.0,107.3,0.084,0.073,3034,1080,334015,715,52,603
2019-12-02,2019,12,49,Madhubani,Bihar,4476044,4.5,36.8,74.7,0.031,0.033,1107,275,129469,104,17,197
2019-12-02,2019,12,49,Supaul,Bihar,2218876,4.8,23.8,136.5,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Saharsa,Bihar,1900661,7.8,36.9,126.5,0.015,0.011,143,44,15197,4,2,32
2019-12-02,2019,12,49,Khagaria,Bihar,1666886,5.7,37.9,98.3,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Katihar,Bihar,3071029,4.9,34.0,74.4,0.041,0.033,548,137,53737,52,13,115
2019-12-02,2019,12,49,Muzaffarpur,Bihar,4801062,5.4,26.4,128.4,0.0,0.0,0,0,0,0,0,0
2019-12-02,2019,12,49,Bhagalpur,Bihar,3037766,7.2,47.1,146.3,0.065,0.062,1811,466,200970,311,31,396
2019-12-02,2019,12,49,Gopalganj,Bihar,2562012,7.4,44.0,163.3,0.073,0.071,2993,901,358507,695,57,656
2019-12-09,2019,12,50,Puri,Odisha,1497888,6.6,29.4,167.9,0.15,0.159,6129,2049,577889,2838,109,1158
2019-12-09,2019,12,50,Kendrapara,Odisha,1439891,1.3,8.4,29.5,0.055,0.044,225,78,20161,27,5,51
2019-12-09,2019,12,50,Jagatsinghpur,Odisha,1136605,5.6,29.0,85.0,0.066,0.047,610,147,73535,80,13,109
2019-12-09,2019,12,50,Balasore,Odisha,2317419,3.4,24.9,85.6,0.004,0.003,25,7,2957,0,0,4
2019-12-09,2019,12,50,Bhadrak,Odisha,1506522,1.8,13.3,35.3,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Cuttack,Odisha,2618708,4.6,29.5,114.1,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Jajpur,Odisha,1826275,4.2,33.5,131.0,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Mayurbhanj,Odisha,2513895,4.7,35.6,139.6,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Ganjam,Odisha,3520151,8.5,40.6,177.8,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Khordha,Odisha,2246341,6.2,36.9,185.8,0.132,0.102,1020,360,91156,342,22,193
2019-12-09,2019,12,50,Darbhanga,Bihar,3921971,6.8,35.7,197.1,0.028,0.029,532,130,50901,43,8,113
2019-12-09,2019,12,50,Sitamarhi,Bihar,3419622,6.8,35.6,156.9,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Madhubani,Bihar,4476044,7.9,34.2,201.7,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Supaul,Bihar,2218876,7.5,57.7,238.6,0.035,0.03,928,246,103706,85,20,184
2019-12-09,2019,12,50,Saharsa,Bihar,1900661,6.7,30.2,126.1,0.037,0.04,892,274,89922,97,16,178
2019-12-09,2019,12,50,Khagaria,Bihar,1666886,3.9,24.6,99.4,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Katihar,Bihar,3071029,4.9,32.6,110.9,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Muzaffarpur,Bihar,4801062,3.5,29.0,52.1,0.0,0.0,0,0,0,0,0,0
2019-12-09,2019,12,50,Bhagalpur,Bihar,3037766,5.9,49.4,136.9,0.004,0.004,21,5,1983,0,0,4
2019-12-09,2019,12,50,Gopalganj,Bihar,2562012,4.0,23.0,130.6,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Puri,Odisha,1497888,2.7,14.1,67.4,0.052,0.056,835,294,98573,134,16,174
2019-12-16,2019,12,51,Kendrapara,Odisha,1439891,3.2,26.5,90.2,0.002,0.002,5,1,524,0,0,0
2019-12-16,2019,12,51,Jagatsinghpur,Odisha,1136605,8.8,49.4,142.0,0.015,0.014,93,22,8580,3,1,18
2019-12-16,2019,12,51,Balasore,Odisha,2317419,2.9,23.0,51.5,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Bhadrak,Odisha,1506522,3.3,20.4,104.7,0.014,0.011,74,21,8494,2,1,14
2019-12-16,2019,12,51,Cuttack,Odisha,2618708,4.6,32.4,126.8,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Jajpur,Odisha,1826275,4.7,39.2,116.8,0.024,0.019,111,28,11490,5,2,25
2019-12-16,2019,12,51,Mayurbhanj,Odisha,2513895,7.3,34.4,171.9,0.038,0.031,986,258,102248,92,19,216
2019-12-16,2019,12,51,Ganjam,Odisha,3520151,3.8,28.6,93.0,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Khordha,Odisha,2246341,4.8,36.0,132.2,0.109,0.119,4209,1225,413670,1494,96,726
2019-12-16,2019,12,51,Darbhanga,Bihar,3921971,1.6,8.4,32.8,0.049,0.035,1115,275,124748,114,19,226
2019-12-16,2019,12,51,Sitamarhi,Bihar,3419622,8.1,58.9,250.7,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Madhubani,Bihar,4476044,5.3,33.3,132.5,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Supaul,Bihar,2218876,3.9,30.6,80.7,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Saharsa,Bihar,1900661,7.6,55.9,222.2,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Khagaria,Bihar,1666886,4.0,19.8,64.1,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Katihar,Bihar,3071029,4.6,25.4,74.3,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Muzaffarpur,Bihar,4801062,6.9,38.8,127.7,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Bhagalpur,Bihar,3037766,9.4,66.7,181.7,0.0,0.0,0,0,0,0,0,0
2019-12-16,2019,12,51,Gopalganj,Bihar,2562012,2.5,15.0,55.9,0.006,0.006,28,9,2786,0,0,5
2019-12-23,2019,12,52,Puri,Odisha,1497888,3.2,17.4,81.4,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Kendrapara,Odisha,1439891,7.9,57.9,144.6,0.169,0.182,3804,1050,421609,2205,72,817
2019-12-23,2019,12,52,Jagatsinghpur,Odisha,1136605,5.6,24.3,167.2,0.021,0.022,204,67,24500,12,3,40
2019-12-23,2019,12,52,Balasore,Odisha,2317419,4.9,32.6,100.7,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Bhadrak,Odisha,1506522,2.6,14.5,78.1,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Cuttack,Odisha,2618708,6.7,33.2,196.2,0.067,0.055,650,188,59875,101,12,143
2019-12-23,2019,12,52,Jajpur,Odisha,1826275,4.4,32.2,112.2,0.071,0.059,1592,512,173132,288,34,307
2019-12-23,2019,12,52,Mayurbhanj,Odisha,2513895,4.3,20.5,112.1,0.04,0.034,1054,307,116266,103,18,203
2019-12-23,2019,12,52,Ganjam,Odisha,3520151,8.3,54.7,270.6,0.055,0.054,3327,845,303366,519,56,670
2019-12-23,2019,12,52,Khordha,Odisha,2246341,10.3,75.5,334.5,0.033,0.035,271,76,26370,26,5,55
2019-12-23,2019,12,52,Darbhanga,Bihar,3921971,6.5,47.3,99.8,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Sitamarhi,Bihar,3419622,4.9,36.6,76.8,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Madhubani,Bihar,4476044,4.3,18.9,124.5,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Supaul,Bihar,2218876,5.1,32.4,133.6,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Saharsa,Bihar,1900661,4.9,25.4,77.6,0.053,0.052,562,201,59606,83,11,104
2019-12-23,2019,12,52,Khagaria,Bihar,1666886,3.9,32.5,100.7,0.046,0.048,265,74,29807,39,4,50
2019-12-23,2019,12,52,Katihar,Bihar,3071029,6.4,36.1,131.4,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Muzaffarpur,Bihar,4801062,2.4,16.2,64.4,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Bhagalpur,Bihar,3037766,3.9,24.0,116.5,0.0,0.0,0,0,0,0,0,0
2019-12-23,2019,12,52,Gopalganj,Bihar,2562012,4.1,23.7,124.6,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Puri,Odisha,1497888,4.5,19.9,120.8,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Kendrapara,Odisha,1439891,0.5,2.8,9.0,0.029,0.026,248,67,23388,18,4,43
2019-12-30,2019,12,1,Jagatsinghpur,Odisha,1136605,3.6,25.3,57.4,0.004,0.004,14,4,1572,0,0,2
2019-12-30,2019,12,1,Balasore,Odisha,2317419,5.9,37.4,191.9,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Bhadrak,Odisha,1506522,3.6,28.2,63.2,0.025,0.018,136,48,12610,6,2,25
2019-12-30,2019,12,1,Cuttack,Odisha,2618708,3.2,19.8,63.8,0.032,0.028,795,263,83869,73,14,146
2019-12-30,2019,12,1,Jajpur,Odisha,1826275,8.1,35.4,209.1,0.072,0.061,1714,577,182785,282,36,368
2019-12-30,2019,12,1,Mayurbhanj,Odisha,2513895,4.5,37.5,92.5,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Ganjam,Odisha,3520151,7.6,37.2,201.7,0.085,0.074,799,243,96209,171,18,140
2019-12-30,2019,12,1,Khordha,Odisha,2246341,3.9,20.8,98.4,0.017,0.016,282,88,30441,14,5,51
2019-12-30,2019,12,1,Darbhanga,Bihar,3921971,4.3,31.1,68.3,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Sitamarhi,Bihar,3419622,6.7,30.8,212.8,0.0,0.0,0,0,0,0,0,0
2019-12-30,2019,12,1,Madhubani,Bihar,4476044,5.3,44.2,138.5,0.012,0.01,221,63,22987,7,5,45
2019-12-30,2019,12,1,Supaul,Bihar,2218876,0.7,4.7,15.8,0.013,0.01,77,27,6989,2,1,16
2019-12-30,2019,12,1,Saharsa,Bihar,1900661,8.4,50.7,140.6,0.029,0.031,425,135,45044,36,10,92
